submission_date,state,conf_cases,new_case,conf_death,new_death
11/28/2021,PA,1422618,4159,,32
10/15/2021,SD,,318,1811,7
02/06/2022,GU,,499,,2
05/25/2021,FL,,2384,,37
05/12/2022,WA,,3386,,10
05/13/2022,CO,1319071,1655,11023,5
01/28/2022,PA,2186339,15583,,137
03/22/2020,AS,,0,,0
07/27/2022,AR,,1791,,11
07/03/2021,IN,,244,13442,13
04/19/2021,IA,,160,,5
09/25/2021,HI,,394,,0
08/01/2022,HI,,0,,0
09/03/2021,GU,,93,,0
10/20/2021,HI,,134,,0
05/14/2021,UT,402005,336,2189,1
05/08/2022,AR,,124,,1
04/17/2020,HI,,20,,0
01/30/2022,RMI,7,0,0,0
06/03/2022,IN,,3262,22779,28
07/26/2021,GU,,8,,0
04/17/2022,GU,,38,,0
06/02/2021,IN,,261,13204,11
01/25/2021,RMI,4,0,0,0
03/05/2020,AS,,0,,0
10/14/2021,TX,,5852,,190
08/29/2020,FL,,2516,,120
12/05/2021,PA,1464635,6091,,43
02/16/2020,ND,,0,,0
09/30/2020,NYC,240114,476,18885,4
08/04/2021,NYC,808479,1975,28456,3
05/22/2020,AR,,154,,3
11/03/2021,SD,,520,1875,4
07/09/2020,UT,27818,574,209,8
05/25/2020,AR,,107,,1
03/03/2020,MA,,1,,0
12/06/2021,PA,1468146,3967,,60
10/10/2021,NYC,900736,1298,29223,16
07/22/2020,SD,,58,119,1
04/04/2020,TN,3138,252,37,5
10/12/2022,AL,1083243,418,15672,0
05/18/2022,AK,,1657,,17
07/26/2021,CO,531197,473,6131,6
06/12/2020,AS,,0,,0
05/16/2020,NY,,1176,,98
10/03/2021,RMI,4,0,0,0
11/05/2021,PW,,0,,0
01/23/2020,AS,,0,,0
11/12/2020,TN,272773,3904,3514,89
02/24/2021,AL,386842,969,8396,24
03/26/2021,NY,,4114,,12
10/13/2020,NM,,351,,3
06/14/2021,FL,,1397,,23
07/21/2022,MS,470184,2001,8285,0
05/09/2021,SD,,25,1609,0
08/01/2022,ND,191350,482,,0
09/30/2020,TX,,5683,,62
04/12/2020,MP,11,0,2,0
03/28/2020,GA,2590,225,,14
03/13/2021,AL,396530,363,8618,18
03/19/2021,GA,841084,1600,16095,44
04/07/2021,TN,674469,1333,9612,9
02/05/2020,TX,,0,,0
10/12/2020,IN,,1574,3576,6
01/01/2022,MA,1059963,0,19821,0
06/22/2022,PR,354896,1828,3731,10
12/21/2021,MA,953156,6447,19492,62
09/09/2021,WA,,3865,,59
09/28/2021,OK,470063,1500,7573,21
06/20/2021,OK,359713,153,6273,0
06/08/2020,PW,,0,,0
09/16/2020,AR,,862,,154
08/13/2020,IA,,530,,8
09/10/2021,FL,,9358,,350
09/12/2022,IA,,1145,,0
10/05/2020,KS,59067,1597,,8
08/31/2021,TN,845687,9850,10869,57
02/07/2021,CO,391444,1102,5020,10
03/15/2021,PW,,0,,0
01/21/2022,NYC,1840554,0,31969,0
01/31/2020,NY,,0,,0
06/22/2021,MS,196438,184,5146,3
08/11/2021,WA,,2920,,17
05/30/2021,KS,253695,105,,0
02/21/2021,AL,384656,665,8344,34
09/04/2020,HI,,219,,2
05/03/2021,SD,,29,1603,3
09/08/2020,FL,,2346,,80
06/22/2022,OH,2164632,0,38657,0
02/20/2020,WA,,0,,0
04/08/2022,AL,933610,228,15047,4
06/06/2022,WA,,1915,,18
03/11/2020,GA,55,16,,0
05/13/2020,NM,,152,,12
06/28/2022,PR,360813,806,3763,12
02/25/2021,OH,826149,2409,14573,80
08/16/2020,MA,114398,303,8638,13
10/03/2022,MP,13171,0,40,0
07/21/2020,NY,,464,,2
06/14/2022,AK,,0,,0
05/07/2021,HI,,108,,0
06/19/2021,CO,517584,322,5936,6
06/23/2022,AR,,1434,,7
12/03/2020,UT,206165,3945,899,11
04/05/2020,NYC,82053,5835,3635,664
09/23/2020,PA,152690,810,,39
01/22/2020,OH,,0,,0
02/07/2022,TX,,14295,,17
12/10/2020,IA,,2110,,99
10/18/2021,OH,1219303,2810,23327,0
10/02/2021,SD,,121,1772,5
03/30/2022,MA,1562922,1415,18989,1
10/23/2020,NY,,1066,,8
12/08/2021,NY,,7243,,33
10/17/2022,KS,655917,0,,0
06/20/2020,FL,,4643,,39
08/08/2020,WA,,681,,16
10/15/2020,RMI,0,0,0,0
01/13/2022,OK,591744,11227,8868,0
04/25/2021,WV,119204,314,,4
09/04/2022,KS,644318,0,,0
10/01/2020,WA,,621,,6
01/12/2021,PR,80535,194,1394,20
05/30/2020,MP,22,0,2,0
02/24/2020,RMI,,0,,0
03/24/2020,WA,,230,,13
02/19/2021,GA,800959,3679,14530,207
09/01/2021,NYC,851002,1785,28683,10
09/20/2022,PA,2652218,0,,0
01/26/2022,MP,4564,124,23,1
04/03/2020,NY,,5132,,113
01/23/2020,AK,,0,,0
12/22/2020,MS,143351,2223,4056,37
09/12/2021,MA,728527,1695,17984,6
04/07/2020,KS,,55,,2
07/26/2020,RMI,0,0,0,0
05/13/2022,GA,1962028,0,31693,0
09/22/2022,AL,1077207,838,15650,7
01/30/2022,AL,886735,5015,13806,53
05/26/2022,PW,,23,,0
04/24/2021,WV,118977,375,,4
03/22/2022,AS,,70,,0
04/23/2021,ND,98817,119,,0
05/24/2020,PW,,0,,0
01/07/2022,MS,333351,6774,7042,16
04/22/2022,ND,180610,56,,1
03/20/2022,MP,10734,45,31,0
03/27/2022,WA,,578,,0
10/26/2021,AS,,0,,0
10/21/2021,TX,,4310,,260
09/26/2021,NYC,885048,1546,29024,15
06/21/2021,AR,,90,,2
07/28/2021,PW,,0,,0
03/20/2020,MA,,85,5,2
02/11/2021,TX,,11890,,174
04/28/2020,IA,,508,,9
01/04/2021,IN,,3629,8174,39
03/19/2020,KS,,14,,0
12/11/2020,IN,,7200,6379,70
04/23/2022,AR,,82,,0
05/31/2022,AR,,179,,0
03/20/2021,RMI,4,0,0,0
12/13/2020,PR,63061,420,1046,10
12/20/2020,FL,,10732,,131
08/08/2020,TX,,6959,,179
05/23/2022,PW,,53,,0
10/07/2020,GU,,66,,2
06/07/2022,OH,2141096,0,38657,0
10/03/2022,SD,,0,3021,0
02/05/2021,AR,,1824,,41
11/28/2021,FL,,1177,,20
01/23/2022,OH,1956127,9932,31987,0
04/01/2020,RMI,,0,,0
07/02/2022,IA,,0,,0
05/06/2021,AS,,0,,0
10/14/2021,PA,1241046,5253,,108
06/11/2020,GU,,-1,,0
11/29/2021,PR,153934,63,2786,0
06/08/2021,PR,123157,49,2160,3
10/09/2022,CO,1499372,376,11736,0
06/08/2020,MS,19864,428,1096,14
08/01/2020,FL,,6890,,224
04/04/2022,GA,1939891,1012,31191,70
06/10/2020,MS,20801,494,1116,12
03/01/2020,OH,,0,,0
08/24/2020,WA,,373,,4
07/05/2021,TN,713741,178,10130,0
03/13/2022,WA,,957,,0
10/20/2020,SD,,621,325,7
04/07/2022,TN,1534913,381,19157,5
03/16/2021,GU,,3,,0
07/31/2020,GA,184447,4308,3752,81
12/17/2021,KS,386854,4297,,14
10/07/2021,AR,,893,,21
06/25/2020,KS,12703,0,,0
10/17/2020,SD,,806,310,8
07/29/2022,CO,1448775,1774,11455,18
08/26/2022,PA,2611376,0,,0
03/09/2020,OH,,0,,0
02/14/2020,TX,,0,,0
11/12/2020,SD,,2020,517,0
12/15/2021,WA,,1482,,27
07/12/2021,FL,,6564,,40
12/20/2021,GA,1313529,9089,26120,44
06/01/2021,GU,,14,,0
08/07/2021,TN,750552,4526,10359,8
04/08/2020,IA,,97,,1
04/28/2021,TX,,4269,,42
04/15/2021,AK,,186,,0
01/22/2021,TX,,22646,,295
05/23/2021,AS,,0,,0
03/05/2022,NY,,1275,,12
10/19/2021,GU,,122,,0
12/20/2021,ND,139781,553,,10
02/28/2021,AS,,0,,0
12/08/2021,IN,,5253,17310,80
12/11/2021,UT,610681,0,3503,0
07/22/2022,TX,,13288,,34
02/11/2022,TX,,13254,,256
04/19/2021,TN,687511,560,9697,17
02/03/2022,NY,,6346,,58
03/13/2021,NY,,3147,,36
09/09/2020,HI,,167,,3
09/01/2021,MP,243,0,2,0
08/25/2021,ND,105466,356,,3
07/30/2020,WV,6284,96,,3
11/01/2021,PW,,0,,0
03/21/2022,MA,1554316,1783,18939,12
02/26/2022,AL,925157,340,14710,25
10/15/2020,AS,,0,,0
11/28/2021,WV,228177,620,,0
08/09/2020,MP,48,1,2,0
12/31/2021,AR,,3957,,17
05/22/2020,MA,90899,815,6491,84
12/16/2021,CO,800777,2429,8722,62
11/26/2021,OK,502794,751,8545,0
05/03/2021,IN,,797,12912,1
12/10/2020,UT,225946,3401,998,21
06/02/2020,MS,18009,322,1028,13
11/13/2021,AR,,590,,2
01/04/2022,MS,322039,4840,7018,37
11/02/2020,OK,123700,1655,1922,26
10/14/2020,RMI,0,0,0,0
07/11/2021,TX,,600,,0
09/13/2021,TN,918391,3437,11264,33
05/17/2022,TN,1550879,1099,19301,3
09/18/2020,PW,,0,,0
03/05/2021,MA,556307,1899,16087,36
09/02/2020,NM,,152,,2
06/22/2022,WV,415724,612,,0
08/02/2022,PR,385207,390,3910,10
09/04/2021,HI,,875,,1
04/24/2022,ND,180610,0,,0
02/01/2020,UT,,0,,0
02/28/2021,PW,,0,,0
09/01/2021,AK,,761,,4
12/11/2021,PA,1504746,11052,,156
01/15/2022,CO,1091404,20001,9379,0
10/11/2022,TX,,0,,0
02/03/2022,PR,261141,1533,3265,17
04/23/2022,PW,,0,,0
07/21/2020,MS,52598,1393,1915,35
08/26/2021,KS,291744,1726,,0
09/30/2022,TN,1730257,1012,20048,2
05/08/2022,GA,1955230,0,31627,0
04/03/2022,WV,394945,0,,0
01/09/2022,UT,682036,0,3741,0
11/07/2020,IN,,4899,4345,46
03/02/2021,PW,,0,,0
09/05/2022,GA,2213523,0,32998,0
07/24/2021,GU,,1,,0
03/03/2021,OH,832502,2022,17189,0
08/26/2021,MS,252750,4041,5657,35
11/14/2021,GU,,29,,0
01/12/2021,MA,422474,5487,13198,69
03/29/2021,NM,,182,,0
02/28/2020,KS,,0,,0
08/07/2022,WA,,1266,,0
03/21/2021,MA,579580,1811,16598,29
03/07/2022,NM,,683,,16
01/12/2022,TX,,75817,,136
05/12/2021,CO,497197,1242,5636,31
12/27/2021,WA,,3840,,17
05/29/2021,NYC,782745,322,28147,10
10/28/2021,HI,,117,,2
04/13/2021,HI,,62,,0
08/17/2020,NY,,173,,5
02/27/2021,PR,93659,289,1721,0
03/03/2022,MP,9999,77,30,0
05/13/2022,HI,,0,,0
06/06/2020,WV,2069,17,,0
02/14/2021,GA,790779,1929,13964,21
05/24/2022,SD,,0,2919,0
07/02/2020,IN,,435,2462,12
04/27/2021,TN,693357,1092,9767,11
01/30/2020,PR,,0,,0
07/08/2020,GU,,2,,0
06/29/2021,PA,1019576,189,,13
07/18/2020,FL,,12326,,178
07/04/2020,TN,48025,1341,608,13
07/01/2020,IA,,511,,3
05/27/2022,AL,944973,974,15128,0
03/25/2021,OH,854450,1501,18388,0
09/20/2020,TX,,2466,,74
01/30/2022,PA,2203477,7340,,15
07/08/2021,PA,1020723,237,,11
03/24/2020,ND,,5,,0
04/22/2020,PA,36064,1296,,58
05/26/2022,HI,,0,,0
04/27/2021,UT,396004,327,2122,3
10/25/2020,WV,20567,194,,1
03/10/2022,IA,,0,,0
02/22/2022,AR,,869,,13
09/21/2020,PW,,0,,0
11/18/2021,CO,742077,4210,7863,51
10/26/2020,MS,104197,937,3227,17
03/25/2020,NY,,2194,,13
10/11/2020,NYC,246131,616,18935,2
09/23/2021,OK,464963,1230,7425,10
10/20/2021,GU,,103,,0
07/18/2021,GU,,1,,1
06/14/2022,ND,184030,0,,0
08/17/2020,CO,50296,174,1552,0
10/03/2022,CO,1496189,343,11721,0
03/17/2020,IN,,6,0,0
09/13/2022,WV,456895,717,,10
02/19/2022,PR,265532,563,3395,9
07/25/2020,MS,56521,587,2008,18
04/10/2022,GA,1941256,0,31311,0
05/08/2022,NYC,2045772,12750,34727,8
07/22/2020,TN,81181,3135,840,24
03/08/2022,AR,,394,,36
04/24/2022,IA,,0,,0
01/28/2021,KS,223877,0,,0
09/16/2020,OK,76101,1222,1196,12
03/18/2020,PR,0,0,0,0
07/01/2022,WV,419170,710,,0
06/04/2022,KS,592508,0,,0
06/20/2022,ND,185013,303,,5
06/28/2020,GA,76260,2186,2778,2
01/02/2022,PW,,4,,0
09/20/2020,OK,80202,743,1241,13
01/01/2021,ND,89829,121,,1
08/24/2020,AL,108885,556,2808,30
02/18/2022,PR,265117,377,3387,9
03/05/2020,AK,,0,,0
03/10/2020,CO,12,6,0,0
01/19/2021,KS,215587,0,,0
08/27/2020,NY,,476,,3
01/29/2021,PA,732083,8419,,159
08/20/2020,MP,54,0,2,0
02/02/2020,PR,,0,,0
10/02/2020,PW,,0,,0
10/16/2022,KS,655917,0,,0
08/23/2021,IN,,2800,13821,0
05/04/2020,KS,5245,215,,2
09/09/2020,MP,59,0,2,0
10/14/2021,MA,775963,1789,18427,14
07/29/2020,NM,,345,,6
09/09/2022,KS,648868,0,,0
09/20/2022,MS,497069,3103,8477,26
05/04/2022,AR,,226,,5
03/21/2021,OH,850351,931,18347,0
05/03/2020,MP,14,0,2,0
09/29/2022,WA,,1436,,0
03/02/2020,AS,,0,,0
05/08/2022,TX,,2183,,0
07/26/2022,GU,,191,,3
09/03/2022,AK,,0,,0
07/21/2022,WV,428487,1013,,6
02/09/2020,PW,,0,,0
05/11/2022,PA,2359297,3585,,25
10/04/2020,WA,,504,,0
07/02/2021,HI,,73,,0
04/16/2022,AL,934344,84,15063,2
07/17/2022,HI,,0,,0
08/14/2021,NYC,823954,1953,28519,9
08/10/2022,IN,,6207,23215,33
10/19/2021,NM,,516,,10
10/31/2021,FL,,970,,50
03/16/2020,CO,131,35,1,0
07/15/2021,IN,,556,13500,1
02/23/2021,PA,795622,2846,,97
04/23/2022,NYC,2004489,0,34660,0
08/16/2021,CO,549891,707,6231,5
01/25/2021,MA,479402,3651,14091,65
06/23/2021,NY,,132,,6
09/02/2020,KS,42559,1328,,12
09/28/2022,FL,,1353,,25
01/07/2021,PA,623518,9407,,265
07/16/2021,ND,101727,25,,1
10/04/2022,HI,,0,,0
12/17/2020,FL,,12943,,119
10/03/2022,GU,,0,,0
03/01/2022,FL,,1747,,70
01/19/2022,AS,,0,,0
08/12/2021,IN,,3151,13679,6
06/23/2021,PW,,0,,0
07/04/2020,SD,,50,96,0
12/11/2020,CO,282705,4184,3283,87
02/09/2022,OK,738927,0,9155,0
03/30/2022,HI,,1090,,6
08/17/2020,MP,50,0,2,0
04/24/2022,WV,396265,0,,0
05/28/2020,AL,16464,485,765,19
07/13/2022,GA,2085040,26603,32203,136
08/18/2021,WA,,2712,,28
07/19/2020,AS,,0,,0
08/09/2021,FL,,20918,,296
06/12/2021,TN,710459,289,10064,-2
01/02/2021,NM,,1237,,32
11/30/2020,WV,40847,845,,6
09/06/2021,WV,153845,1316,,24
09/06/2020,TX,,2995,,85
02/02/2021,PR,89210,321,1559,5
08/27/2021,IA,,1322,,0
05/09/2021,IA,,154,,1
12/14/2021,GA,1299629,1770,25990,22
08/28/2020,NYC,229875,337,18765,7
05/14/2020,PR,1069,97,42,1
04/19/2020,OH,11292,1380,453,20
05/24/2021,AR,,49,,3
01/12/2022,HI,,3460,,5
06/28/2022,GA,2035187,0,31995,0
02/22/2021,TX,,6365,,169
03/26/2021,PA,861981,4989,,36
06/01/2020,PW,,0,,0
09/25/2021,SD,,127,1748,1
03/21/2022,SD,,0,2875,0
03/30/2021,NYC,705962,2471,26229,57
11/21/2020,RMI,1,0,0,0
04/05/2022,AL,933315,244,15032,5
01/20/2021,IA,,1229,,62
02/28/2022,HI,,361,,4
05/28/2020,WV,1884,36,,0
05/10/2022,GA,1955230,0,31627,0
10/24/2020,AK,,356,,0
11/19/2020,GA,396641,3424,8569,37
04/10/2020,NYC,107671,5776,6467,767
04/04/2021,NYC,721332,3423,26493,55
12/01/2021,HI,,88,,8
08/19/2022,KS,637463,0,,0
09/04/2021,SD,,453,1696,2
08/23/2022,AL,1051343,2886,15523,9
07/08/2021,TX,,4043,,0
04/30/2021,TX,,3515,,32
02/11/2022,GU,,345,,0
04/09/2022,TN,1535321,288,19160,8
04/25/2021,GA,875493,916,17387,2
09/01/2020,OH,118048,1453,3879,27
02/17/2020,WA,,0,,0
03/21/2021,MP,157,0,2,0
10/17/2022,ND,199512,0,,0
09/11/2022,PA,2639187,0,,0
03/20/2020,AS,,0,,0
12/03/2020,GU,,0,,0
11/11/2020,HI,,116,,0
01/14/2022,WA,,16394,,53
02/28/2022,UT,922852,896,4227,3
03/06/2021,RMI,4,0,0,0
02/27/2021,WV,105098,346,,6
07/27/2020,NYC,222008,168,18625,12
12/15/2021,AS,,0,,0
02/26/2020,IN,,0,,0
02/22/2020,OH,,0,,0
05/09/2022,IN,,2265,22673,5
04/04/2021,NM,,0,,2
03/03/2020,NYC,1,0,0,0
07/26/2022,TX,,9571,,26
03/03/2020,TN,,0,,0
03/13/2022,MS,435753,0,8075,0
01/13/2021,AR,,2467,,65
08/21/2022,NY,,2081,,0
08/23/2020,HI,,169,,0
03/06/2021,UT,374438,570,1919,5
03/24/2021,ND,96024,197,,1
11/07/2020,FL,,6642,,58
11/26/2021,WA,,1768,,0
07/20/2020,IN,,635,2623,2
07/24/2022,PW,,0,,0
01/13/2022,HI,,3351,,4
11/30/2021,CO,769118,2672,8178,42
05/14/2020,MP,19,0,2,0
11/05/2021,HI,,111,,12
07/11/2022,KS,608804,0,,0
10/12/2021,KS,333300,1060,,0
11/28/2021,MS,293875,197,6871,0
01/27/2022,SD,,1358,2250,5
05/30/2020,OH,32639,468,1938,18
02/03/2021,OH,788126,3991,10167,94
11/12/2021,IA,,3090,,0
01/16/2022,AS,,0,,0
06/29/2022,NYC,2203080,4356,35198,13
09/25/2020,MP,69,0,2,0
05/12/2020,NY,,664,,98
12/24/2020,TX,,17064,,236
04/19/2020,AS,,0,,0
05/22/2020,MP,22,1,2,0
03/18/2022,FL,,1258,,31
03/31/2021,HI,,90,,1
10/17/2022,TN,1737249,206,20128,3
06/29/2020,WV,2771,38,,0
12/21/2020,RMI,4,0,0,0
02/15/2022,MS,431550,1253,7734,45
09/27/2022,MS,497878,1869,8501,33
08/23/2021,GU,,109,,1
10/18/2021,MP,288,0,3,0
12/27/2021,MA,993038,13791,19629,25
03/17/2021,AR,,325,,14
02/23/2020,WA,,0,,0
07/16/2021,MA,665801,329,17655,3
07/31/2021,PR,128162,721,2209,1
04/24/2022,WA,,1269,,0
04/14/2021,TX,,3336,,46
09/12/2020,NY,,543,,2
09/22/2022,KS,651625,0,,0
01/19/2021,MS,167182,1967,4582,34
04/07/2021,OK,350541,251,6103,3
08/23/2020,SD,,141,159,1
01/01/2021,WV,71250,2486,,23
05/08/2022,SD,,0,2915,0
08/30/2020,WV,9928,143,,1
04/15/2020,IN,,428,434,49
02/28/2021,MS,183973,229,4894,1
03/16/2020,TN,10,4,0,0
08/28/2022,AL,1057841,921,15544,5
07/30/2022,PR,384022,3110,3906,10
12/11/2021,NM,,0,,0
07/09/2021,FL,,5502,,45
07/01/2022,ND,186559,284,,0
03/13/2022,AL,928979,51,14910,8
08/13/2020,NM,,171,,1
07/11/2021,MA,664789,110,17646,0
01/18/2021,OH,732762,4312,9205,81
01/26/2022,PW,,0,,0
11/28/2020,AS,,0,,0
08/02/2021,AS,,0,,0
02/20/2022,WA,,4564,,0
12/13/2020,HI,,77,,3
02/07/2021,TX,,6404,,206
05/14/2022,PA,2366596,0,,0
09/23/2021,KS,320701,1263,,0
10/22/2020,AR,,1202,,21
04/11/2020,WA,,453,,16
11/30/2021,MS,294206,549,6886,9
08/19/2021,TN,787331,6503,10565,51
05/04/2020,UT,5406,145,56,6
06/24/2020,NYC,211127,417,18294,17
05/15/2021,PW,,0,,0
02/12/2021,PA,773479,3473,,99
02/07/2020,WV,,0,,0
05/07/2021,PW,,0,,0
08/28/2020,MA,117888,438,8817,15
02/01/2022,GA,1849369,10226,27655,77
07/22/2022,OK,804137,4158,10245,0
05/16/2021,FL,,1999,,41
09/27/2022,CO,1492930,539,11699,6
08/03/2020,ND,6933,148,,2
08/31/2020,CO,54154,190,1597,1
08/25/2020,SD,,80,159,0
02/04/2020,AS,,0,,0
09/15/2021,WA,,3737,,52
09/24/2022,SD,,0,3017,0
02/04/2020,MA,,0,,0
06/12/2022,IA,,0,,0
05/21/2020,NY,,963,,54
02/21/2021,SD,,139,1511,4
09/25/2020,WV,14577,247,,5
05/30/2022,TN,1563734,988,19344,0
07/09/2021,AS,,0,,0
04/28/2022,IA,,0,,0
07/11/2022,CO,1422132,1276,11330,3
06/30/2022,AL,974952,1802,15214,7
02/24/2022,ND,178521,278,,3
08/16/2022,WV,442731,772,,0
02/05/2020,GA,,0,,0
08/03/2020,FL,,5262,,217
04/12/2020,UT,,132,,0
09/16/2021,PW,,0,,0
01/17/2022,NM,,0,,0
08/26/2021,FL,,27969,,430
08/01/2021,CO,536071,835,6154,3
09/13/2022,UT,1032129,0,4717,0
06/30/2021,IN,,399,13416,6
11/16/2021,HI,,58,,0
09/24/2022,KS,651625,0,,0
06/11/2022,PA,2447269,0,,0
02/26/2020,PA,,0,,0
04/30/2020,IN,,653,1009,49
02/20/2021,NYC,594754,2853,23905,57
05/21/2021,TN,705873,544,9960,16
06/08/2020,TN,26327,426,418,1
06/14/2020,AS,,0,,0
12/18/2021,GU,,3,,0
08/12/2020,AK,,61,,1
02/16/2022,PR,264920,547,3380,5
04/14/2022,NY,,4483,,3
06/02/2021,ND,101042,42,,0
04/22/2020,TX,,873,,31
12/07/2020,NYC,316320,2533,19496,24
05/16/2021,MS,193512,100,5089,1
08/22/2021,PR,138911,742,2338,4
07/07/2020,FL,,10497,,101
05/30/2022,IA,,1076,,0
12/03/2021,PW,,0,,0
03/13/2022,RMI,4,0,0,0
09/08/2021,HI,,371,,0
02/21/2022,TN,1518493,844,17978,9
03/31/2020,GU,,11,,1
05/07/2021,OK,355454,166,6191,2
05/09/2020,MP,15,0,2,0
02/28/2021,AR,,3220,,-174
04/14/2021,GU,,5,,0
04/19/2020,PR,641,1,25,1
05/08/2020,UT,6041,247,66,5
08/09/2022,OK,820888,0,10263,0
10/12/2021,TN,987746,2604,12522,104
10/16/2022,TX,,0,,0
12/20/2021,IA,,3322,,0
10/20/2020,AR,,844,,14
11/20/2021,TX,,2670,,87
01/14/2022,WV,296791,5061,,13
01/19/2021,PA,692072,5631,,77
01/03/2022,TN,1129743,7532,15858,21
02/28/2021,IN,,744,12151,16
01/10/2021,AS,,0,,0
03/27/2022,NY,,1574,,4
03/30/2020,AK,,8,,1
08/24/2021,AK,,564,,13
10/22/2020,NM,,662,,3
09/01/2022,AS,,0,,0
10/10/2022,PR,414489,478,4156,0
06/26/2021,ND,101491,3,,0
05/18/2022,NM,,612,,12
03/11/2020,IN,,4,0,0
02/12/2020,NY,,0,,0
09/15/2022,UT,1034616,2487,4724,12
04/18/2021,IA,,249,,0
11/19/2020,MP,103,0,2,0
09/27/2021,AK,,1289,,6
04/04/2020,CO,4150,390,126,15
05/31/2020,GA,45583,729,2052,49
08/29/2020,PR,16159,336,280,0
10/05/2020,MS,94388,886,3015,21
09/12/2021,MP,251,1,2,0
06/22/2022,MS,451938,1319,8237,7
07/09/2021,AK,,59,,2
06/06/2020,AS,,0,,0
08/03/2021,AS,,0,,0
04/18/2021,WV,117443,370,,5
01/12/2022,WV,287886,4440,,29
05/20/2021,IN,,891,13085,8
07/04/2021,AR,,414,,2
04/19/2022,IA,,240,,0
09/26/2020,PW,,0,,0
06/15/2022,TN,1582605,2743,19386,5
11/16/2021,AR,,814,,13
05/19/2020,HI,,1,,0
09/11/2020,AK,,89,,0
08/17/2022,NYC,2354531,3159,35793,11
10/20/2020,WA,,493,,24
02/18/2021,MA,534827,2040,15470,42
06/11/2021,WV,127310,94,,1
04/29/2021,IA,,443,,0
12/02/2020,GA,428980,5734,8830,52
01/28/2020,FL,,0,,0
05/20/2021,PR,122022,241,2104,5
03/20/2022,AS,,209,,0
10/18/2020,HI,,82,,1
12/10/2020,OH,478879,0,6675,0
09/09/2021,FL,,18026,,332
10/14/2022,RMI,15375,0,17,0
10/01/2021,PR,149501,155,2687,6
10/03/2020,FL,,1855,,41
05/14/2020,TX,,1448,,33
10/06/2021,NY,,4271,,23
09/08/2020,GU,,94,,5
05/13/2020,MS,11836,276,769,13
08/11/2022,AK,,0,,0
04/03/2021,TN,672009,1060,9571,1
06/09/2022,KS,595427,0,,0
05/07/2021,KS,250815,234,,17
08/08/2022,HI,,0,,0
10/08/2021,CO,638330,2923,6878,40
10/11/2020,PA,170841,1175,,42
05/10/2021,MS,192912,219,5082,5
09/21/2022,NM,,288,,10
08/18/2020,NM,,79,,4
12/08/2020,KS,149082,0,,0
07/30/2022,HI,,0,,0
05/03/2022,ND,181018,114,,0
11/18/2021,HI,,216,,7
07/13/2020,UT,30475,545,220,4
03/30/2020,AL,950,121,38,9
11/21/2020,WA,,2085,,0
07/05/2022,CO,1411717,1111,11273,0
03/24/2021,NYC,688072,5105,25887,58
11/16/2020,IA,,3222,,6
07/04/2022,NY,,1829,,0
12/12/2021,PR,154900,0,2792,0
12/21/2021,AR,,955,,15
07/10/2020,MS,41098,988,1614,27
08/04/2020,NYC,223929,147,18668,2
05/25/2020,NM,,83,,3
06/06/2020,GA,50094,583,2160,-14
07/08/2022,TX,,11616,,30
08/03/2021,UT,435439,728,2399,5
12/06/2021,PR,154495,85,2791,1
07/19/2021,IN,,437,13512,0
07/11/2022,MA,1776091,0,19787,0
06/03/2020,CO,24827,247,1182,20
07/05/2022,HI,,0,,0
02/24/2021,ND,94459,90,,1
03/28/2021,NYC,701994,4456,26118,64
04/28/2022,NM,,271,,19
05/14/2021,MA,655687,429,17384,20
07/27/2020,IA,,355,,7
08/31/2020,AS,,0,,0
10/19/2021,OH,1221302,3617,23616,289
02/11/2022,AR,,1947,,40
07/24/2021,IA,,195,,0
08/08/2020,MA,112173,320,8529,13
04/20/2021,WV,117837,315,,4
11/14/2021,OH,1290090,3628,25643,0
08/24/2022,NM,,563,,8
07/24/2021,TN,723952,1554,10221,3
11/04/2020,GU,,91,,3
06/25/2020,OK,,592,424,4
07/27/2022,MP,12573,0,37,0
05/14/2022,MA,1663904,0,19252,0
06/10/2020,MA,,203,7427,35
06/30/2021,AK,,40,,3
11/05/2020,TN,252182,2627,3270,24
07/15/2022,SD,,0,2945,0
08/27/2020,OH,112489,1244,3791,32
08/14/2022,AL,1038775,1111,15481,10
04/13/2022,MA,1582214,2238,19050,1
02/17/2020,RMI,,0,,0
01/26/2021,NY,,5983,,111
07/08/2022,TN,1614846,3402,19489,2
02/04/2022,PR,261141,0,3265,0
04/26/2020,NY,,2757,,116
02/03/2021,TN,614755,1311,8068,147
02/29/2020,PW,,0,,0
03/02/2020,MA,,0,,0
01/23/2021,NY,,7926,,96
02/27/2020,PW,,0,,0
05/09/2022,PR,302710,8206,3522,0
08/21/2020,GU,,0,,0
07/04/2021,FL,,1798,,34
10/12/2020,MP,77,0,2,0
09/24/2021,OH,1132817,7095,21820,224
12/22/2021,PA,1574018,9838,,171
01/21/2022,PA,2105471,18955,,269
02/19/2021,PA,788762,2712,,67
10/23/2020,AS,,0,,0
05/28/2022,AK,,0,,0
08/17/2020,HI,,134,,0
08/21/2021,AR,,2520,,31
08/15/2020,WV,8289,183,,3
06/01/2021,PW,,0,,0
03/02/2021,HI,,33,,0
04/11/2020,TX,,890,,35
07/01/2022,FL,,10366,,59
03/10/2022,NM,,390,,14
01/19/2022,NYC,1829472,12688,31853,106
04/08/2021,GU,,3,,0
04/19/2022,OK,758175,0,9887,0
